الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20ساعة_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار (بناءً على 1h)
160,3020,أسمنت اليمامة,المواد الأساسية,23.05,-1.2,50.0,13.9,⚠️ تصريف/توزيع,0.0,13.9,5.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.0x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.29) رغم ارتفاع السعر مؤخراً
161,2060,التصنيع,المواد الأساسية,8.9,1.7,58.9,13.9,⚠️ تصريف/توزيع,0.0,7.6,5.0,10.0,5.0,13.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً
162,2330,المتقدمة,المواد الأساسية,23.12,5.1,65.4,13.9,⚠️ تصريف/توزيع,0.8,5.0,5.0,10.0,5.0,11.9,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.08) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
163,2320,البابطين,السلع الرأسمالية,56.55,2.5,55.5,13.5,⚠️ تصريف/توزيع,0.0,12.0,0.0,10.0,0.0,8.5,💧 حجم أيام الصعود أعلى من النزول بنسبة 3.9x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
164,4344,سدكو كابيتال ريت,الصناديق العقارية المتداولة,7.44,-3.9,31.4,13.4,👀 متابعة,0.0,11.2,2.2,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.0x
165,4264,ناس,النقل,49.82,0.6,48.4,13.1,⚠️ تصريف/توزيع,5.6,2.5,5.0,10.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
166,6013,التطويرية الغذائية,الخدمات الاستهلاكية,93.8,3.8,58.5,13.0,⚠️ تصريف/توزيع,0.0,13.0,0.0,10.0,5.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.21) رغم ارتفاع السعر مؤخراً
167,3050,أسمنت الجنوب,المواد الأساسية,18.86,1.5,64.4,12.9,⚠️ تصريف/توزيع,0.4,12.5,5.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 6.4x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
168,4260,بدجت السعودية,النقل,27.46,-1.9,36.2,12.8,⚠️ تصريف/توزيع,3.0,7.5,6.4,5.0,0.0,9.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
169,5110,السعودية للطاقة,المرافق العامة,17.55,1.8,56.5,12.6,👀 متابعة,2.6,2.2,0.0,5.0,5.0,2.2,📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
170,3090,أسمنت تبوك,المواد الأساسية,7.45,0.8,54.8,12.0,⚠️ تصريف/توزيع,0.0,10.5,0.0,10.0,0.0,8.6,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
171,7201,بحر العرب,التطبيقات وخدمات التقنية,3.38,4.0,60.3,11.7,⚠️ تصريف/توزيع,0.0,7.4,0.0,10.0,5.0,10.6,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.5x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.13) رغم ارتفاع السعر مؤخراً
172,4016,أفالون فارما,الأدوية,57.95,-0.3,41.6,11.4,⚠️ تصريف/توزيع,0.5,4.3,5.5,10.0,0.0,8.9,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
173,4350,الإستثمار ريت,الصناديق العقارية المتداولة,6.81,-2.0,31.8,11.2,🔄 ارتداد من تشبع بيع,0.0,0.0,10.3,5.0,0.0,4.1,🔄 ارتداد من تشبع بيع: RSI عند 32 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
174,1214,شاكر,السلع الرأسمالية,12.37,-4.8,33.9,11.0,⚠️ تصريف/توزيع,7.3,6.7,6.8,0.0,0.0,9.8,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.6x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
175,4008,ساكو,تجزئة السلع الكمالية,21.96,0.7,46.1,10.6,👀 متابعة,3.9,1.8,5.0,0.0,0.0,0.1,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
176,4240,سينومي ريتيل,تجزئة السلع الكمالية,12.61,4.2,63.6,10.3,⚠️ تصريف/توزيع,0.0,8.4,0.0,10.0,5.0,13.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً
177,4020,العقارية,إدارة وتطوير العقارات,16.19,0.1,51.3,9.9,⚠️ تصريف/توزيع,0.1,14.8,0.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.4x | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.21) رغم ارتفاع السعر مؤخراً
178,4061,أنعام القابضة,تجزئة وتوزيع السلع الاستهلاكية,11.82,5.2,67.3,9.3,⚠️ تصريف/توزيع,0.0,0.0,5.0,12.0,5.0,12.7,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 🚀 اختراق فني: إغلاق فوق أعلى قمة لـ20 جلسة بحجم 0.5x المتوسط | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
179,2285,المطاحن العربية,إنتاج الأغذية,44.16,-1.3,42.5,9.0,👀 متابعة,0.0,0.1,1.0,10.0,0.0,2.2,📊 تقاطع MACD صعودي حديث (زخم إيجابي متجدد) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
180,4335,مشاركة ريت,الصناديق العقارية المتداولة,3.52,1.4,54.7,8.3,⚠️ تصريف/توزيع,0.0,12.0,0.0,10.0,0.0,13.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 7.0x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.18) رغم ارتفاع السعر مؤخراً
181,4325,مسار,إدارة وتطوير العقارات,16.77,1.1,49.9,8.1,⚠️ تصريف/توزيع,1.1,5.4,5.0,5.0,0.0,8.4,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.10) رغم ارتفاع السعر مؤخراً
182,2210,نما للكيماويات,المواد الأساسية,18.72,-3.1,33.7,7.7,👀 متابعة,0.0,3.2,4.5,0.0,0.0,0.0,🔄 ارتداد من تشبع بيع: RSI عند 34 ويتجه للصعود
183,4191,أبو معطي,تجزئة السلع الكمالية,40.94,2.6,52.2,7.4,⚠️ تصريف/توزيع,1.7,5.7,5.0,5.0,5.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.22) رغم ارتفاع السعر مؤخراً
184,4003,إكسترا,تجزئة السلع الكمالية,67.55,2.7,54.1,6.9,⚠️ تصريف/توزيع,0.0,8.4,0.0,10.0,5.0,16.5,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.8x | 👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
185,2140,أيان,الرعاية الصحية,9.3,0.0,36.8,6.8,⚠️ تصريف/توزيع,0.0,5.5,6.3,10.0,0.0,15.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.20) رغم ارتفاع السعر مؤخراً
186,4321,سينومي سنترز,إدارة وتطوير العقارات,15.81,0.8,53.2,6.0,⚠️ تصريف/توزيع,0.7,4.6,0.0,10.0,0.0,9.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.09) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
187,4349,الإنماء ريت الفندقي,الصناديق العقارية المتداولة,8.07,0.2,48.7,5.4,⚠️ تصريف/توزيع,0.0,2.0,0.0,10.0,0.0,6.6,👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
188,4162,المنجم,تجزئة وتوزيع السلع الاستهلاكية,61.2,1.6,58.4,5.4,⚠️ تصريف/توزيع,0.0,5.4,0.0,10.0,5.0,15.0,👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً
189,4150,التعمير,إدارة وتطوير العقارات,15.97,-2.3,27.7,4.5,⚠️ تصريف/توزيع,0.1,1.6,7.8,5.0,0.0,10.0,⏳ تشبع بيع واضح: RSI عند 28 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
190,2281,تنمية,إنتاج الأغذية,55.55,1.5,53.6,4.4,⚠️ تصريف/توزيع,0.0,9.4,0.0,10.0,0.0,15.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.5x خلال 10 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.34) رغم ارتفاع السعر مؤخراً
191,3040,أسمنت القصيم,المواد الأساسية,43.26,-3.3,27.6,4.2,⚠️ تصريف/توزيع,0.0,1.3,6.9,5.0,0.0,9.1,🔄 ارتداد من تشبع بيع: RSI عند 28 ويتجه للصعود | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.11) رغم ارتفاع السعر مؤخراً
192,4337,العزيزية ريت,الصناديق العقارية المتداولة,4.75,-3.3,34.9,3.9,⚠️ تصريف/توزيع,2.3,0.0,6.6,5.0,0.0,10.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.0x) - ضغط بيعي
193,4333,تعليم ريت,الصناديق العقارية المتداولة,10.28,0.0,40.5,3.7,⚠️ تصريف/توزيع,0.0,8.0,5.7,0.0,0.0,10.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.1x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
194,4070,تهامة,الإعلام والترفيه,17.22,2.4,51.7,3.6,⚠️ تصريف/توزيع,0.0,4.7,5.0,5.0,5.0,16.1,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.37) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
195,3003,أسمنت المدينة,المواد الأساسية,10.17,0.7,46.1,3.4,⚠️ تصريف/توزيع,1.3,1.3,0.0,10.0,0.0,9.2,👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
196,4145,أو جي سي,السلع الرأسمالية,23.87,-1.1,43.8,2.6,⚠️ تصريف/توزيع,0.0,5.4,5.5,0.0,0.0,8.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.5x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
197,2190,سيسكو القابضة,النقل,34.76,-2.7,33.9,2.3,⚠️ تصريف/توزيع,0.0,7.8,1.8,0.0,0.0,7.3,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.8x | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
198,2310,سبكيم العالمية,المواد الأساسية,13.15,0.7,50.1,2.0,⚠️ تصريف/توزيع,0.0,1.0,5.0,10.0,0.0,14.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.12) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
199,4071,العربية,الإعلام والترفيه,82.0,-0.6,51.0,0.0,⚠️ تصريف/توزيع,0.0,1.9,5.0,10.0,0.0,22.5,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.30) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
200,4340,الراجحي ريت,الصناديق العقارية المتداولة,8.12,1.0,56.3,0.0,⚠️ تصريف/توزيع,0.0,0.5,0.0,10.0,5.0,16.9,👀 السهم يقترب من اختراق قمة 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
201,4030,البحري,الطاقة,30.98,-4.6,40.8,0.0,⚠️ تصريف/توزيع,0.0,0.9,1.7,5.0,0.0,23.5,⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.23) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
202,4100,مكة,إدارة وتطوير العقارات,80.5,-0.6,43.2,0.0,⚠️ تصريف/توزيع,0.0,2.1,0.7,5.0,0.0,10.0,⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
203,2001,كيمانول,المواد الأساسية,33.44,277.9,74.9,0.0,⚠️ تصريف/توزيع,0.0,0.9,0.0,0.0,10.0,13.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
204,4339,دراية ريت,الصناديق العقارية المتداولة,5.34,0.2,46.1,0.0,⚠️ تصريف/توزيع,0.0,3.7,0.0,10.0,0.0,23.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.17) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
205,4142,كابلات الرياض,السلع الرأسمالية,103.8,0.8,53.7,0.0,⚠️ تصريف/توزيع,0.0,1.5,5.0,10.0,0.0,22.9,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 👀 السهم يقترب من اختراق قمة 20 جلسة | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.28) رغم ارتفاع السعر مؤخراً | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
